"","state","year","stationary","moving","NA.x.x","hijacked","boarding","fired upon","detained","NA.y.x","small","big","NA","attempted","acutal","NA.x.y","early","day","evening","night","NA.y.y"
"548","Pakistan",2000,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
"549","Pakistan",2004,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
"550","Pakistan",2011,0,5,0,1,1,0,0,3,0,5,0,3,2,0,2,1,1,1,0
"551","Pakistan",2012,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
"552","Panama",1995,1,0,1,0,2,0,0,0,1,0,1,0,2,0,0,0,0,0,2
"553","Panama",2000,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
"554","Panama",2002,0,1,1,0,2,0,0,0,1,0,1,0,2,0,0,0,0,1,1
"555","Panama",2003,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1
"556","Papua New Guinea",1994,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
"557","Papua New Guinea",1997,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"558","Papua New Guinea",1998,1,1,1,0,2,1,0,0,2,1,0,1,2,0,0,0,0,0,3
"559","Papua New Guinea",2001,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
"560","Papua New Guinea",2002,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"561","Papua New Guinea",2007,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
"562","Paracel Islands",1993,0,0,4,0,0,0,0,4,0,2,2,0,0,4,0,0,2,1,1
"563","Paracel Islands",1994,0,0,4,1,1,0,0,2,0,4,0,1,2,1,0,0,0,3,1
"564","Paracel Islands",1995,0,2,0,0,0,0,0,2,0,1,1,2,0,0,1,0,0,0,1
"565","Paracel Islands",1997,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"566","Paracel Islands",2000,0,2,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,2
"567","Paracel Islands",2001,0,2,0,0,0,0,0,2,0,2,0,2,0,0,0,0,1,1,0
"568","Paracel Islands",2004,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"569","Peru (Peruvian point of view)",1995,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"570","Peru (Peruvian point of view)",1996,2,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,2,0
"571","Peru (Peruvian point of view)",1997,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"572","Peru (Peruvian point of view)",1998,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"573","Peru (Peruvian point of view)",1999,2,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2
"574","Peru (Peruvian point of view)",2000,4,0,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,0,4
"575","Peru (Peruvian point of view)",2001,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"576","Peru (Peruvian point of view)",2002,6,0,0,0,5,0,0,1,0,5,1,1,5,0,1,1,1,3,0
"577","Peru (Peruvian point of view)",2003,7,0,0,0,7,0,0,0,0,7,0,0,7,0,0,0,3,4,0
"578","Peru (Peruvian point of view)",2004,5,0,0,0,4,0,0,1,0,4,1,1,4,0,0,0,2,3,0
"579","Peru (Peruvian point of view)",2005,6,0,0,0,6,0,0,0,0,6,0,0,6,0,0,0,3,3,0
"580","Peru (Peruvian point of view)",2006,9,0,0,0,9,0,0,0,0,9,0,0,9,0,1,2,1,3,2
"581","Peru (Peruvian point of view)",2007,5,1,0,0,4,0,0,2,0,6,0,2,4,0,0,0,4,2,0
"582","Peru (Peruvian point of view)",2008,5,0,0,0,4,0,0,1,0,5,0,1,4,0,0,0,3,2,0
"583","Peru (Peruvian point of view)",2009,13,0,0,0,12,0,0,1,0,12,1,1,12,0,0,1,8,4,0
"584","Peru (Peruvian point of view)",2010,10,1,0,0,10,0,0,1,0,9,2,1,10,0,0,0,6,5,0
"585","Peru (Peruvian point of view)",2011,2,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,1,1,0
"586","Peru (Peruvian point of view)",2012,3,0,0,0,2,0,0,1,0,3,0,1,2,0,0,0,2,1,0
"587","Peru (Peruvian point of view)",2013,4,0,0,0,3,0,0,1,0,4,0,1,3,0,1,0,0,3,0
"588","Philippines",1993,0,0,9,0,0,0,0,9,0,9,0,0,0,9,1,3,2,3,0
"589","Philippines",1994,0,0,11,1,5,0,0,5,1,9,1,5,6,0,0,2,1,6,2
"590","Philippines",1995,1,10,1,0,2,0,0,10,1,6,5,10,2,0,1,1,2,2,6
"591","Philippines",1996,3,3,2,0,5,1,0,2,2,6,0,3,5,0,0,0,1,3,4
"592","Philippines",1997,2,4,7,2,8,0,0,3,4,6,3,3,10,0,0,0,0,0,13
"593","Philippines",1998,3,8,4,1,5,4,0,5,3,12,0,9,6,0,0,0,0,0,15
"594","Philippines",1999,6,2,0,0,5,0,0,3,0,7,1,3,5,0,0,0,0,0,8
"595","Philippines",2000,6,4,0,0,2,2,0,6,0,6,4,7,3,0,0,0,0,0,10
"596","Philippines",2001,2,12,0,6,4,0,0,4,8,6,0,4,10,0,2,0,0,4,8
"597","Philippines",2002,5,5,0,0,5,1,0,4,1,8,1,5,5,0,2,0,4,3,1
"598","Philippines",2003,7,5,0,0,7,0,0,5,3,8,1,5,7,0,1,1,2,6,2
"599","Philippines",2004,0,4,0,0,2,0,0,2,3,1,0,2,2,0,0,2,1,0,1
"600","Philippines",2005,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
"601","Philippines",2006,2,4,0,1,3,0,0,2,3,3,0,2,4,0,1,0,2,3,0
"602","Philippines",2007,5,1,0,0,5,0,0,1,1,5,0,1,5,0,2,1,0,3,0
"603","Philippines",2008,3,4,0,1,4,0,0,2,2,5,0,2,5,0,1,2,0,4,0
"604","Philippines",2009,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"605","Philippines",2010,4,1,0,0,4,0,0,1,0,5,0,1,4,0,1,1,1,2,0
"606","Philippines",2011,3,2,0,0,3,0,0,2,0,5,0,2,3,0,1,1,2,1,0
"607","Philippines",2012,2,0,0,0,2,0,0,0,0,2,0,0,2,0,0,1,0,1,0
"608","Philippines",2013,3,0,0,0,3,0,0,0,0,3,0,0,3,0,0,1,0,2,0
"609","Philippines",2014,4,2,0,1,4,1,0,0,2,4,0,0,6,0,0,0,3,3,0
"610","Portugal",1997,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"611","Russia",1995,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"612","Russia",1997,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
"613","Sao Tome & Principe",2001,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"614","Sao Tome & Principe",2013,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"615","Saudi Arabia",2001,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
"616","Saudi Arabia",2006,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"617","Senegal",1994,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"618","Senegal",1996,2,0,0,0,1,0,0,1,0,2,0,1,1,0,0,0,0,0,2
"619","Senegal",1997,0,2,3,0,5,0,0,0,0,2,3,0,5,0,0,0,0,0,5
"620","Senegal",1998,1,1,0,0,2,0,0,0,0,1,1,0,2,0,0,0,0,0,2
"621","Senegal",1999,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"622","Senegal",2001,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
"623","Senegal",2002,2,1,0,0,2,0,0,1,0,3,0,1,2,0,0,0,0,3,0
"624","Senegal",2003,3,5,0,0,7,0,0,1,0,6,2,1,7,0,0,0,0,6,2
"625","Senegal",2004,2,3,0,0,5,0,0,0,0,5,0,0,5,0,1,0,2,2,0
"626","Seychelles",1996,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"627","Seychelles",1998,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"628","Seychelles",1999,0,2,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2
"629","Seychelles",2005,0,2,0,0,0,0,0,2,0,2,0,2,0,0,1,0,0,1,0
"630","Seychelles",2007,0,2,0,0,0,0,0,2,0,1,1,2,0,0,1,0,0,1,0
"631","Seychelles",2008,1,4,0,1,1,3,0,0,2,3,0,3,2,0,3,0,2,0,0
"632","Seychelles",2009,0,45,0,17,0,0,0,28,6,34,5,28,17,0,9,13,4,17,2
"633","Seychelles",2010,0,16,0,3,1,9,0,3,2,13,1,12,4,0,8,2,3,3,0
"634","Seychelles",2011,0,15,0,4,0,0,0,11,5,8,2,11,4,0,5,4,3,2,1
"635","Seychelles",2012,0,2,0,0,0,1,0,1,0,2,0,2,0,0,1,0,0,1,0
"636","Seychelles",2013,0,2,0,0,0,0,0,2,0,2,0,2,0,0,0,1,0,1,0
"637","Sierra Leone",1996,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"638","Sierra Leone",1997,0,0,4,0,4,0,0,0,1,3,0,0,4,0,0,0,0,0,4
"639","Sierra Leone",2001,2,0,0,0,2,0,0,0,0,1,1,0,2,0,0,0,0,2,0
"640","Sierra Leone",2002,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
"641","Sierra Leone",2004,3,0,0,0,2,0,0,1,0,3,0,1,2,0,0,0,0,3,0
"642","Sierra Leone",2006,1,1,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,2,0
"643","Sierra Leone",2007,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
"644","Sierra Leone",2011,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"645","Sierra Leone",2012,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
"646","Sierra Leone",2013,2,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,1,1,0
"647","Sierra Leone",2014,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"648","Singapore",1999,0,3,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3
"649","Singapore",2000,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"650","Singapore",2009,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
"651","Singapore",2011,0,2,0,1,1,0,0,0,2,0,0,0,2,0,0,0,1,0,1
"652","Singapore",2012,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"653","Singapore",2013,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"654","Solomon Is.",1997,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"655","Solomon Is.",1999,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"656","Solomon Is.",2000,1,1,0,1,1,0,0,0,1,1,0,0,2,0,0,0,0,0,2
"657","Solomon Is.",2002,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0
"658","Solomon Is.",2007,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
"659","Somalia",1993,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
"660","Somalia",1995,0,10,0,3,1,0,0,6,2,3,5,6,4,0,2,1,0,0,7
"661","Somalia",1997,0,2,2,1,2,0,0,1,2,1,1,1,3,0,0,0,0,0,4
"662","Somalia",1998,1,7,1,5,0,3,0,1,1,5,3,3,6,0,0,0,0,0,9
"663","Somalia",1999,1,9,2,2,3,0,0,7,6,6,0,6,6,0,0,0,0,0,12
"664","Somalia",2000,1,3,0,1,1,1,0,1,2,1,1,2,2,0,0,0,0,0,4
"665","Somalia",2001,1,7,0,2,0,0,1,5,2,4,2,5,3,0,2,3,0,0,3
"666","Somalia",2002,3,2,0,3,1,1,0,0,0,5,0,1,4,0,3,1,1,0,0
"667","Somalia",2003,0,5,0,0,1,0,0,4,0,5,0,4,1,0,3,1,0,1,0
"668","Somalia",2004,1,2,0,0,1,1,0,1,1,2,0,2,1,0,1,0,2,0,0
"669","Somalia",2005,4,29,0,14,1,0,0,18,5,22,6,18,15,0,9,10,3,4,7
"670","Somalia",2006,0,11,0,5,0,4,0,2,1,8,2,6,5,0,2,1,4,4,0
"671","Somalia",2007,4,23,2,12,0,0,0,17,4,22,3,17,12,0,2,1,8,18,0
"672","Somalia",2008,0,23,0,12,0,8,0,3,5,14,4,11,12,0,6,8,1,6,2
"673","Somalia",2009,0,22,0,8,1,0,0,13,4,15,3,13,9,0,5,7,0,7,3
"674","Somalia",2010,0,10,0,2,0,6,0,2,3,3,4,8,2,0,3,3,1,2,1
"675","Somalia",2011,0,11,0,1,1,0,0,9,5,6,0,9,2,0,4,0,1,5,1
"676","Somalia",2012,1,5,0,3,0,3,0,0,2,2,2,3,3,0,1,1,0,3,1
"677","Somalia",2013,0,6,0,2,0,0,0,4,1,4,1,4,2,0,4,1,0,1,0
"678","Somalia",2014,0,3,0,0,0,0,0,3,0,2,1,3,0,0,0,1,1,1,0
"679","South Africa",2000,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"680","South Africa",2001,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
"681","South Africa",2003,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
"682","South Korea",1993,0,0,6,0,0,0,0,6,0,3,3,0,0,6,2,1,2,1,0
"683","South Korea",1994,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"684","Spratly Islands",1994,0,0,2,0,0,0,0,2,0,1,1,2,0,0,0,1,0,1,0
"685","Spratly Islands",1995,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
"686","Spratly Islands",1996,4,1,0,1,2,0,0,2,0,5,0,2,3,0,0,1,1,0,3
"687","Spratly Islands",2000,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"688","Spratly Islands",2001,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"689","Spratly Islands",2006,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
"690","Spratly Islands",2007,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
"691","Spratly Islands",2012,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"692","Sri Lanka",1993,0,0,2,0,0,0,0,2,0,2,0,0,0,2,0,0,1,1,0
"693","Sri Lanka",1994,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"694","Sri Lanka",1995,5,0,0,0,5,0,0,0,0,4,1,0,5,0,0,0,0,1,4
"695","Sri Lanka",1996,7,1,0,0,4,0,0,4,0,5,3,4,4,0,1,0,1,1,5
"696","Sri Lanka",1997,6,1,5,2,7,0,0,3,0,8,4,3,9,0,0,0,0,0,12
"697","Sri Lanka",1998,0,2,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2
"698","Sri Lanka",1999,5,1,0,0,5,0,0,1,0,5,1,1,5,0,0,0,0,0,6
"699","Sri Lanka",2000,2,2,0,0,3,0,0,1,0,3,1,1,3,0,0,0,0,0,4
"700","Sri Lanka",2001,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
"701","Sri Lanka",2002,1,0,1,0,2,0,0,0,1,1,0,0,2,0,0,0,1,0,1
"702","Sri Lanka",2003,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"703","Sri Lanka",2006,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"704","Sri Lanka",2007,0,4,0,0,0,0,0,4,1,3,0,4,0,0,1,0,2,1,0
"705","Sri Lanka",2008,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
"706","Sri Lanka",2009,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"707","St. Lucia",2003,0,2,0,0,0,0,0,2,0,2,0,2,0,0,1,0,0,1,0
"708","Sudan",2007,0,2,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,2,0
"709","Suriname",2007,0,3,1,0,4,0,0,0,4,0,0,0,4,0,1,0,0,3,0
"710","Taiwan",1993,0,0,14,0,0,0,0,14,2,9,3,0,0,14,2,2,3,3,4
"711","Taiwan",1994,0,0,4,0,1,0,0,3,0,4,0,3,1,0,0,1,1,2,0
"712","Taiwan",1995,0,2,0,0,2,0,0,0,1,1,0,0,2,0,0,0,0,1,1
"713","Taiwan",1996,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
"714","Taiwan",1997,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
"715","Taiwan",1998,0,4,0,2,1,0,0,1,0,4,0,1,3,0,0,0,0,0,4
"716","Taiwan",2001,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"717","Taiwan",2002,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"718","Taiwan",2003,0,2,0,0,0,0,0,2,0,1,1,2,0,0,0,1,1,0,0
"719","Tanzania",1993,0,0,2,0,0,0,0,2,0,1,1,0,0,2,0,0,0,2,0
"720","Tanzania",1995,2,0,0,0,2,0,0,0,0,0,2,0,2,0,0,1,0,0,1
"721","Tanzania",1996,3,0,0,0,2,0,0,1,0,3,0,1,2,0,0,0,1,0,2
"722","Tanzania",1997,0,0,3,0,3,0,0,0,0,2,1,0,3,0,0,0,0,0,3
"723","Tanzania",1998,3,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3
"724","Tanzania",1999,2,1,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3
"725","Tanzania",2000,2,0,0,0,1,0,0,1,0,2,0,1,1,0,0,0,0,0,2
"726","Tanzania",2001,7,0,0,0,5,0,0,2,0,6,1,2,5,0,0,0,1,6,0
"727","Tanzania",2002,3,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,1,2,0
"728","Tanzania",2003,4,1,0,0,4,0,0,1,0,4,1,1,4,0,0,1,0,4,0
"729","Tanzania",2004,1,1,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,2,0
"730","Tanzania",2005,5,2,0,0,5,0,0,2,0,7,0,2,5,0,0,0,0,7,0
"731","Tanzania",2006,4,5,0,0,8,0,0,1,0,9,0,1,8,0,3,0,1,4,1
"732","Tanzania",2007,2,9,0,0,9,0,0,2,0,11,0,2,9,0,1,3,3,2,2
"733","Tanzania",2008,7,7,0,0,14,0,0,0,0,14,0,0,14,0,0,0,6,8,0
"734","Tanzania",2009,4,2,0,0,4,0,0,2,0,6,0,2,4,0,1,0,1,4,0
"735","Tanzania",2010,1,17,0,5,2,8,0,3,2,12,4,11,7,0,2,4,6,4,2
"736","Tanzania",2011,0,8,0,1,0,0,0,7,1,5,2,7,1,0,3,1,2,2,0
"737","Tanzania",2012,1,1,0,0,1,0,0,1,0,2,0,1,1,0,1,0,1,0,0
"738","Tanzania",2013,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"739","Tanzania",2014,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"740","Thailand",1995,3,0,1,1,3,0,0,0,0,2,2,0,4,0,0,0,0,0,4
"741","Thailand",1996,11,2,0,0,10,0,0,3,0,13,0,3,10,0,0,1,4,3,5
"742","Thailand",1997,8,0,8,2,10,0,0,4,0,14,2,4,12,0,0,0,0,0,16
"743","Thailand",1998,1,1,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2
"744","Thailand",1999,3,2,0,1,3,0,0,1,0,5,0,1,4,0,0,0,0,0,5
"745","Thailand",2000,8,2,0,1,6,0,0,3,1,8,1,3,7,0,0,0,0,0,10
"746","Thailand",2001,5,2,0,0,4,0,0,3,2,5,0,2,5,0,0,1,1,2,3
"747","Thailand",2002,2,3,0,1,2,0,0,2,0,5,0,2,3,0,0,1,1,0,3
"748","Thailand",2003,0,2,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,2,0
"749","Thailand",2004,3,0,0,0,3,0,0,0,1,2,0,0,3,0,0,1,1,1,0
"750","Thailand",2006,1,2,0,1,2,0,0,0,3,0,0,0,3,0,0,0,2,1,0
"751","Thailand",2007,0,3,0,2,0,0,0,1,1,2,0,1,2,0,0,0,1,2,0
"752","Thailand",2009,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"753","Thailand",2010,1,1,0,0,2,0,0,0,0,2,0,0,2,0,0,0,1,1,0
"754","Thailand",2014,0,2,0,1,1,0,0,0,0,2,0,0,2,0,0,0,1,1,0
"755","The Congo",2014,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
"756","The Gambia",2002,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
"757","Togo",2000,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"758","Togo",2002,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"759","Togo",2003,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
"760","Togo",2006,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
"761","Togo",2008,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
"762","Togo",2009,0,2,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,2,0
"763","Togo",2011,4,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,4,0
"764","Togo",2012,13,1,0,3,2,0,0,9,0,14,0,9,5,0,0,1,4,9,0
"765","Togo",2013,4,1,0,2,0,0,0,3,0,5,0,3,2,0,0,0,1,4,0
"766","Togo",2014,2,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,2,0
"767","Trinidad & Tobago",2001,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"768","Trinidad & Tobago",2003,0,3,0,0,2,0,0,1,2,0,1,1,2,0,1,0,2,0,0
"769","Trinidad & Tobago",2006,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
"770","Turkey",1995,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"771","Turkey",1996,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"772","Turkey",1997,0,2,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,2
"773","United Arab Emirates",2004,1,1,0,1,1,0,0,0,2,0,0,0,2,0,0,1,0,1,0
"774","United Kingdom",2002,1,0,1,0,2,0,0,0,0,0,2,0,2,0,1,0,0,0,1
"775","United States",1997,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"776","United States",1998,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"777","United States",2000,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"778","United States",2002,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"779","United States",2003,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
"780","United States",2004,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"781","Uruguay",1996,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"782","Venezuela",1997,2,0,1,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3
"783","Venezuela",1998,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"784","Venezuela",1999,6,0,0,0,6,0,0,0,0,5,1,0,6,0,0,0,0,0,6
"785","Venezuela",2000,3,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3
"786","Venezuela",2001,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"787","Venezuela",2002,8,0,0,0,7,0,0,1,3,4,1,1,7,0,1,0,1,3,3
"788","Venezuela",2003,11,2,0,0,11,0,0,2,3,10,0,2,11,0,1,1,3,7,1
"789","Venezuela",2004,6,2,0,0,8,0,0,0,4,4,0,0,8,0,1,0,1,5,1
"790","Venezuela",2005,2,0,0,0,2,0,0,0,1,0,1,0,2,0,0,0,0,2,0
"791","Venezuela",2006,4,0,0,0,4,0,0,0,3,1,0,0,4,0,1,0,1,2,0
"792","Venezuela",2007,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"793","Venezuela",2008,1,1,1,0,3,0,0,0,2,1,0,0,3,0,0,0,3,0,0
"794","Venezuela",2009,5,0,0,0,4,0,0,1,0,5,0,1,4,0,0,1,3,1,0
"795","Venezuela",2010,7,0,0,0,4,0,0,3,0,7,0,3,4,0,2,0,3,2,0
"796","Venezuela",2011,2,2,0,0,2,0,0,2,0,4,0,2,2,0,0,1,1,2,0
"797","Venezuela",2014,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"798","Vietnam",1993,0,0,5,0,0,0,0,5,0,4,1,0,0,5,0,1,2,1,1
"799","Vietnam",1994,0,0,4,0,3,0,0,1,0,4,0,1,3,0,0,1,0,3,0
"800","Vietnam",1995,2,3,0,0,3,0,0,2,0,4,1,2,3,0,0,0,1,1,3
"801","Vietnam",1997,1,2,1,0,2,0,0,2,0,3,1,2,2,0,0,0,0,0,4
"802","Vietnam",1998,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"803","Vietnam",1999,2,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2
"804","Vietnam",2000,2,4,0,0,2,0,0,4,0,5,1,4,2,0,0,0,0,0,6
"805","Vietnam",2001,7,2,0,0,8,0,0,1,0,9,0,1,8,0,0,1,3,5,0
"806","Vietnam",2002,7,0,0,0,6,0,0,1,0,7,0,1,6,0,1,0,2,4,0
"807","Vietnam",2003,15,0,0,0,14,0,0,1,0,15,0,1,14,0,1,1,4,9,0
"808","Vietnam",2004,2,2,0,1,3,0,0,0,2,2,0,0,4,0,0,0,0,2,2
"809","Vietnam",2005,10,3,0,0,11,0,0,2,0,13,0,2,11,0,0,0,3,9,1
"810","Vietnam",2006,2,1,0,0,3,0,0,0,1,2,0,0,3,0,0,0,1,2,0
"811","Vietnam",2007,5,0,0,0,5,0,0,0,0,5,0,0,5,0,0,0,2,2,1
"812","Vietnam",2008,10,1,0,0,10,0,0,1,0,11,0,1,10,0,1,0,4,6,0
"813","Vietnam",2009,8,1,0,0,9,0,0,0,1,7,1,0,9,0,1,0,3,5,0
"814","Vietnam",2010,11,1,0,0,12,0,0,0,0,11,1,0,12,0,0,2,1,8,1
"815","Vietnam",2011,8,0,0,0,8,0,0,0,0,8,0,0,8,0,1,0,3,4,0
"816","Vietnam",2012,4,0,0,0,3,0,0,1,0,4,0,1,3,0,0,0,1,3,0
"817","Vietnam",2013,8,1,0,0,9,0,0,0,0,9,0,0,9,0,0,1,3,5,0
"818","Vietnam",2014,4,3,0,0,7,0,0,0,0,7,0,0,7,0,3,0,0,4,0
"819","Yemen",1995,0,2,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,2
"820","Yemen",1996,0,2,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0
"821","Yemen",1997,0,1,1,1,0,0,0,1,2,0,0,1,1,0,0,0,0,0,2
"822","Yemen",1999,0,2,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,2
